Customer ID,Dining Preference,Room Preference,Sports Activities,Wellness,Pricing Pattern
5818,Vegan,Deluxe,None,Sauna,Luxury
5819,Vegetarian,Deluxe,None,Massage,Luxury
5820,Vegetarian,Standard,None,None,Frugal
5821,Vegan,Standard,Table Tennis,Sauna,Luxury
5822,Vegan,Standard,Swimming,Gym,Frugal
5823,Vegetarian,Suite,None,Sauna,Luxury
5824,Vegetarian,Standard,Golf,Gym,Frugal
5825,Vegetarian,Deluxe,Golf,Sauna,Frugal
5826,Non-Vegetarian,Standard,None,None,Frugal
5827,Vegetarian,Deluxe,Golf,Sauna,Frugal
5828,Vegetarian,Standard,None,None,Frugal
5829,Vegetarian,Deluxe,Swimming,Sauna,Frugal
5830,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
5831,Vegetarian,Deluxe,Golf,None,Luxury
5832,Vegan,Suite,None,Sauna,Luxury
5833,Vegan,Deluxe,Table Tennis,Gym,Frugal
5834,Vegan,Deluxe,Table Tennis,Sauna,Frugal
5835,Vegetarian,Standard,Table Tennis,Gym,Frugal
5836,Non-Vegetarian,Deluxe,None,Gym,Luxury
5837,Vegetarian,Suite,Table Tennis,Gym,Luxury
5838,Vegan,Standard,Swimming,Gym,Frugal
5839,Vegan,Standard,None,Gym,Frugal
5840,Vegetarian,Standard,Table Tennis,None,Luxury
5841,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
5842,Vegan,Deluxe,Swimming,Sauna,Frugal
5843,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
5844,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
5845,Vegetarian,Deluxe,None,Massage,Luxury
5846,Vegetarian,Standard,Golf,Massage,Luxury
5847,Non-Vegetarian,Standard,None,Massage,Luxury
5848,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
5849,Vegetarian,Suite,Golf,Sauna,Frugal
5850,Vegan,Suite,Table Tennis,Gym,Frugal
5851,Vegetarian,Suite,None,Sauna,Luxury
5852,Vegan,Suite,Golf,None,Frugal
5853,Non-Vegetarian,Suite,Golf,Massage,Luxury
5854,Vegetarian,Suite,None,Massage,Frugal
5855,Non-Vegetarian,Deluxe,None,None,Frugal
5856,Vegetarian,Standard,Swimming,Sauna,Luxury
5857,Vegan,Deluxe,Swimming,None,Luxury
5858,Non-Vegetarian,Deluxe,None,Sauna,Luxury
5859,Vegan,Standard,Table Tennis,Gym,Luxury
5860,Vegetarian,Standard,Golf,Massage,Luxury
5861,Vegetarian,Suite,Swimming,None,Frugal
5862,Vegetarian,Standard,Golf,Massage,Luxury
5863,Vegan,Deluxe,None,Gym,Luxury
5864,Vegan,Deluxe,Golf,Sauna,Frugal
5865,Vegetarian,Standard,Table Tennis,None,Frugal
5866,Vegan,Suite,None,Massage,Frugal
5867,Vegetarian,Suite,Swimming,Gym,Frugal
5868,Vegetarian,Suite,Table Tennis,Gym,Frugal
5869,Vegetarian,Suite,Golf,Massage,Frugal
5870,Vegan,Suite,Golf,None,Frugal
5871,Vegan,Suite,Table Tennis,Sauna,Luxury
5872,Non-Vegetarian,Standard,Swimming,Gym,Luxury
5873,Vegan,Standard,Swimming,Sauna,Luxury
5874,Non-Vegetarian,Standard,None,Gym,Luxury
5875,Vegan,Deluxe,Swimming,Massage,Frugal
5876,Vegetarian,Standard,Swimming,None,Frugal
5877,Vegetarian,Standard,None,Gym,Luxury
5878,Vegan,Suite,Golf,Sauna,Frugal
5879,Vegan,Deluxe,None,None,Luxury
5880,Vegetarian,Standard,Swimming,Massage,Luxury
5881,Vegetarian,Deluxe,None,Sauna,Luxury
5882,Vegetarian,Standard,Swimming,Gym,Frugal
5883,Vegetarian,Standard,Golf,None,Frugal
5884,Non-Vegetarian,Suite,None,Massage,Luxury
5885,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
5886,Vegetarian,Deluxe,Table Tennis,Massage,Luxury
5887,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
5888,Vegan,Suite,Golf,Gym,Luxury
5889,Non-Vegetarian,Deluxe,None,Sauna,Frugal
5890,Vegetarian,Deluxe,None,Gym,Luxury
5891,Vegan,Standard,Table Tennis,Sauna,Frugal
5892,Vegetarian,Deluxe,Swimming,Massage,Frugal
5893,Vegetarian,Deluxe,Golf,Gym,Luxury
5894,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
5895,Vegetarian,Deluxe,Golf,Gym,Frugal
5896,Non-Vegetarian,Suite,None,Sauna,Frugal
5897,Vegan,Suite,Golf,None,Frugal
5898,Vegetarian,Standard,None,Massage,Frugal
5899,Non-Vegetarian,Suite,Golf,Massage,Frugal
5900,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
5901,Non-Vegetarian,Standard,Swimming,None,Luxury
5902,Vegetarian,Standard,Table Tennis,None,Frugal
5903,Vegetarian,Standard,None,Sauna,Luxury
5904,Vegetarian,Deluxe,None,Massage,Luxury
5905,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
5906,Vegetarian,Standard,Swimming,Massage,Frugal
5907,Non-Vegetarian,Deluxe,None,Sauna,Luxury
5908,Non-Vegetarian,Deluxe,None,None,Luxury
5909,Non-Vegetarian,Standard,None,Gym,Luxury
5910,Vegetarian,Suite,Golf,Sauna,Frugal
5911,Vegetarian,Deluxe,Swimming,None,Frugal
5912,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
5913,Vegan,Deluxe,None,Sauna,Frugal
5914,Vegan,Standard,Swimming,Gym,Luxury
5915,Vegan,Deluxe,None,Massage,Luxury
5916,Vegetarian,Suite,Table Tennis,Sauna,Frugal
5917,Vegetarian,Standard,Golf,Massage,Luxury
5918,Non-Vegetarian,Deluxe,None,Sauna,Frugal
5919,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
5920,Non-Vegetarian,Suite,Golf,None,Frugal
5921,Vegan,Deluxe,None,Massage,Frugal
5922,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
5923,Vegan,Deluxe,None,Sauna,Luxury
5924,Non-Vegetarian,Standard,Table Tennis,None,Frugal
5925,Vegetarian,Standard,Golf,Sauna,Luxury
5926,Non-Vegetarian,Suite,Swimming,Gym,Frugal
5927,Non-Vegetarian,Suite,Golf,None,Luxury
5928,Vegetarian,Suite,Golf,Massage,Frugal
5929,Non-Vegetarian,Suite,None,Gym,Frugal
5930,Vegan,Standard,Swimming,None,Luxury
5931,Vegetarian,Standard,Golf,Sauna,Luxury
5932,Vegetarian,Deluxe,Golf,Gym,Luxury
5933,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
5934,Vegetarian,Suite,Golf,Massage,Frugal
5935,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
5936,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
5937,Non-Vegetarian,Suite,None,Massage,Frugal
5938,Vegan,Deluxe,None,Massage,Luxury
5939,Vegetarian,Deluxe,None,Massage,Luxury
5940,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
5941,Non-Vegetarian,Standard,None,None,Frugal
5942,Vegan,Deluxe,Swimming,None,Luxury
5943,Vegetarian,Suite,Table Tennis,Gym,Frugal
5944,Vegan,Standard,None,None,Luxury
5945,Vegetarian,Standard,Table Tennis,Gym,Frugal
5946,Vegan,Standard,Table Tennis,Sauna,Luxury
5947,Non-Vegetarian,Suite,Swimming,Massage,Luxury
5948,Vegetarian,Suite,Golf,None,Frugal
5949,Vegetarian,Standard,Golf,Gym,Luxury
5950,Vegan,Suite,None,None,Luxury
5951,Non-Vegetarian,Suite,Swimming,Gym,Frugal
5952,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
5953,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
5954,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
5955,Vegan,Standard,Swimming,Massage,Frugal
5956,Vegan,Suite,Table Tennis,Gym,Frugal
5957,Non-Vegetarian,Suite,Golf,Gym,Luxury
5958,Non-Vegetarian,Deluxe,None,Gym,Frugal
5959,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
5960,Vegetarian,Suite,Swimming,Massage,Frugal
5961,Non-Vegetarian,Suite,Table Tennis,None,Frugal
5962,Vegetarian,Deluxe,Golf,None,Frugal
5963,Vegan,Standard,None,Sauna,Frugal
5964,Vegan,Standard,Table Tennis,Sauna,Frugal
5965,Vegan,Standard,None,Gym,Luxury
5966,Non-Vegetarian,Standard,None,Massage,Frugal
5967,Non-Vegetarian,Standard,None,Sauna,Luxury
5968,Vegetarian,Standard,None,None,Luxury
5969,Non-Vegetarian,Suite,None,Gym,Frugal
5970,Vegan,Standard,Golf,None,Luxury
5971,Vegetarian,Deluxe,Table Tennis,None,Luxury
5972,Vegetarian,Suite,None,None,Frugal
5973,Vegan,Standard,Swimming,Sauna,Frugal
5974,Vegetarian,Deluxe,None,Sauna,Luxury
5975,Vegan,Suite,Swimming,Massage,Luxury
5976,Vegan,Standard,None,None,Frugal
5977,Vegan,Deluxe,Table Tennis,None,Luxury
5978,Vegan,Suite,None,Massage,Frugal
5979,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
5980,Vegetarian,Deluxe,None,Gym,Frugal
5981,Vegetarian,Deluxe,Golf,Sauna,Frugal
5982,Vegetarian,Suite,Swimming,Massage,Frugal
5983,Vegan,Deluxe,Swimming,Gym,Frugal
5984,Non-Vegetarian,Standard,Table Tennis,Massage,Frugal
5985,Vegetarian,Deluxe,Swimming,None,Luxury
5986,Vegetarian,Deluxe,Swimming,Gym,Frugal
5987,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
5988,Vegan,Deluxe,Golf,Sauna,Luxury
5989,Vegan,Deluxe,Swimming,Massage,Luxury
5990,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
5991,Non-Vegetarian,Deluxe,None,Gym,Luxury
5992,Vegan,Deluxe,None,Gym,Frugal
5993,Vegetarian,Suite,None,Sauna,Luxury
5994,Vegan,Suite,Swimming,Massage,Frugal
5995,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
5996,Vegetarian,Deluxe,None,Gym,Frugal
5997,Non-Vegetarian,Standard,Golf,Massage,Luxury
5998,Vegetarian,Standard,Golf,Massage,Luxury
5999,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
6000,Vegetarian,Suite,Swimming,Massage,Frugal
6001,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
6002,Non-Vegetarian,Deluxe,Swimming,Massage,Frugal
6003,Non-Vegetarian,Suite,Golf,None,Frugal
6004,Vegan,Deluxe,None,Massage,Frugal
6005,Non-Vegetarian,Deluxe,None,Massage,Luxury
6006,Vegetarian,Suite,Swimming,Gym,Luxury
6007,Non-Vegetarian,Suite,Golf,Massage,Frugal
6008,Non-Vegetarian,Suite,None,None,Frugal
6009,Vegan,Deluxe,None,None,Frugal
6010,Vegan,Deluxe,Table Tennis,None,Frugal
6011,Non-Vegetarian,Suite,None,Sauna,Luxury
6012,Non-Vegetarian,Deluxe,Swimming,None,Frugal
6013,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
6014,Vegan,Standard,Golf,Massage,Luxury
6015,Non-Vegetarian,Standard,None,Sauna,Luxury
6016,Vegetarian,Deluxe,None,Gym,Frugal
6017,Non-Vegetarian,Deluxe,Swimming,None,Luxury
6018,Vegan,Standard,None,Massage,Frugal
6019,Non-Vegetarian,Deluxe,None,Gym,Luxury
6020,Vegetarian,Standard,Swimming,None,Luxury
6021,Vegetarian,Standard,Table Tennis,Sauna,Luxury
6022,Vegetarian,Standard,Swimming,Massage,Frugal
6023,Vegan,Deluxe,None,Gym,Luxury
6024,Vegetarian,Suite,Golf,Gym,Frugal
6025,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
6026,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
6027,Vegan,Deluxe,Swimming,None,Frugal
6028,Vegetarian,Standard,Table Tennis,Massage,Frugal
6029,Vegan,Standard,None,Gym,Luxury
6030,Vegetarian,Standard,Swimming,Sauna,Luxury
6031,Vegetarian,Deluxe,Swimming,Sauna,Luxury
6032,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
6033,Vegetarian,Suite,Table Tennis,Massage,Luxury
6034,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
6035,Vegetarian,Standard,Golf,Massage,Frugal
6036,Vegetarian,Standard,Golf,Sauna,Frugal
6037,Vegan,Deluxe,Golf,Massage,Frugal
6038,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
6039,Vegan,Suite,Swimming,None,Luxury
6040,Non-Vegetarian,Standard,Golf,Gym,Luxury
6041,Vegan,Standard,Swimming,Massage,Luxury
6042,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
6043,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
6044,Vegan,Standard,None,Massage,Luxury
6045,Non-Vegetarian,Suite,None,None,Luxury
6046,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
6047,Vegetarian,Suite,Table Tennis,Gym,Luxury
6048,Vegan,Suite,None,Sauna,Luxury
6049,Non-Vegetarian,Suite,Table Tennis,None,Frugal
6050,Vegetarian,Suite,Swimming,Gym,Frugal
6051,Non-Vegetarian,Suite,Golf,None,Luxury
6052,Vegan,Deluxe,None,Massage,Frugal
6053,Vegetarian,Suite,None,Sauna,Luxury
6054,Vegan,Deluxe,None,Sauna,Luxury
6055,Vegan,Standard,Swimming,Sauna,Luxury
6056,Vegan,Standard,None,Massage,Luxury
6057,Vegan,Deluxe,Table Tennis,None,Frugal
6058,Vegetarian,Suite,Golf,Gym,Luxury
6059,Vegan,Deluxe,Swimming,None,Frugal
6060,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
6061,Vegetarian,Deluxe,Golf,Sauna,Luxury
6062,Vegetarian,Deluxe,Golf,Sauna,Luxury
6063,Non-Vegetarian,Deluxe,None,Gym,Luxury
6064,Non-Vegetarian,Deluxe,Golf,Sauna,Luxury
6065,Non-Vegetarian,Suite,None,Sauna,Luxury
6066,Vegan,Deluxe,Golf,Massage,Frugal
6067,Vegan,Standard,Golf,None,Frugal
6068,Vegetarian,Standard,Golf,Massage,Luxury
6069,Vegetarian,Suite,Swimming,None,Luxury
6070,Non-Vegetarian,Deluxe,None,Sauna,Luxury
6071,Non-Vegetarian,Standard,None,None,Luxury
6072,Vegetarian,Deluxe,Swimming,Massage,Frugal
6073,Non-Vegetarian,Standard,Swimming,Massage,Luxury
6074,Non-Vegetarian,Standard,Swimming,Gym,Luxury
6075,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
6076,Vegetarian,Standard,None,Massage,Luxury
6077,Non-Vegetarian,Suite,None,Massage,Frugal
6078,Vegan,Standard,Table Tennis,Sauna,Frugal
6079,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
6080,Vegan,Deluxe,Table Tennis,Sauna,Frugal
6081,Vegetarian,Standard,Table Tennis,Gym,Luxury
6082,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
6083,Vegan,Deluxe,Swimming,Massage,Frugal
6084,Non-Vegetarian,Standard,Golf,Gym,Luxury
6085,Vegan,Suite,None,Massage,Luxury
6086,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
6087,Vegan,Standard,Table Tennis,Sauna,Luxury
6088,Vegetarian,Standard,Golf,Gym,Luxury
6089,Vegan,Suite,Golf,Gym,Frugal
6090,Vegan,Deluxe,None,Gym,Luxury
6091,Non-Vegetarian,Suite,Golf,Massage,Frugal
6092,Vegetarian,Standard,Golf,Sauna,Frugal
6093,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
6094,Vegetarian,Standard,None,Sauna,Frugal
6095,Non-Vegetarian,Suite,Table Tennis,None,Frugal
6096,Vegetarian,Standard,None,Massage,Frugal
6097,Vegetarian,Suite,Golf,Massage,Frugal
6098,Vegetarian,Suite,Golf,Massage,Frugal
6099,Non-Vegetarian,Suite,Golf,Massage,Luxury
6100,Vegan,Standard,None,Sauna,Frugal
6101,Vegetarian,Deluxe,Swimming,None,Luxury
6102,Non-Vegetarian,Standard,None,Gym,Frugal
6103,Non-Vegetarian,Standard,Table Tennis,Sauna,Luxury
6104,Non-Vegetarian,Deluxe,None,Massage,Luxury
6105,Vegan,Standard,None,Gym,Luxury
6106,Vegetarian,Suite,Swimming,Massage,Frugal
6107,Vegan,Standard,Golf,Massage,Frugal
6108,Non-Vegetarian,Deluxe,None,Massage,Luxury
6109,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
6110,Vegan,Deluxe,None,Sauna,Luxury
6111,Vegan,Suite,None,Sauna,Luxury
6112,Vegan,Deluxe,Swimming,Gym,Luxury
6113,Vegan,Deluxe,Table Tennis,Massage,Luxury
6114,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
6115,Vegetarian,Suite,None,Gym,Frugal
6116,Non-Vegetarian,Suite,Swimming,Gym,Frugal
6117,Vegetarian,Deluxe,Golf,Massage,Frugal
6118,Non-Vegetarian,Suite,None,Massage,Luxury
6119,Vegan,Deluxe,Table Tennis,None,Frugal
6120,Non-Vegetarian,Standard,None,None,Frugal
6121,Vegetarian,Deluxe,Table Tennis,None,Frugal
6122,Vegetarian,Suite,Golf,Gym,Frugal
6123,Vegan,Suite,Swimming,Sauna,Luxury
6124,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
6125,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
6126,Vegan,Standard,None,Massage,Luxury
6127,Non-Vegetarian,Suite,None,Sauna,Luxury
6128,Vegetarian,Deluxe,Swimming,None,Luxury
6129,Vegan,Suite,Swimming,Gym,Luxury
6130,Vegetarian,Standard,Golf,Gym,Frugal
6131,Vegan,Standard,Swimming,Sauna,Luxury
6132,Vegan,Suite,None,Sauna,Frugal
6133,Vegan,Standard,None,Sauna,Luxury
6134,Non-Vegetarian,Standard,Table Tennis,None,Frugal
6135,Vegetarian,Suite,Golf,Sauna,Luxury
6136,Vegetarian,Suite,Swimming,Sauna,Luxury
6137,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
6138,Vegetarian,Standard,None,Sauna,Frugal
6139,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
6140,Non-Vegetarian,Standard,Swimming,Massage,Luxury
6141,Vegetarian,Deluxe,Swimming,None,Luxury
6142,Vegan,Standard,Golf,Gym,Frugal
6143,Non-Vegetarian,Suite,Swimming,Massage,Frugal
6144,Vegan,Deluxe,None,Sauna,Frugal
6145,Non-Vegetarian,Deluxe,None,None,Frugal
6146,Vegetarian,Standard,Table Tennis,Sauna,Frugal
6147,Non-Vegetarian,Suite,None,Gym,Frugal
6148,Vegan,Standard,Swimming,Sauna,Frugal
6149,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
6150,Vegetarian,Deluxe,Table Tennis,None,Frugal
6151,Vegan,Standard,Table Tennis,None,Luxury
6152,Vegan,Suite,Swimming,Massage,Frugal
6153,Vegan,Suite,Table Tennis,Gym,Luxury
6154,Vegetarian,Deluxe,Swimming,Sauna,Frugal
6155,Vegan,Suite,None,Massage,Luxury
6156,Vegan,Standard,Table Tennis,Massage,Frugal
6157,Non-Vegetarian,Suite,None,Massage,Frugal
6158,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
6159,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
6160,Vegetarian,Standard,Table Tennis,Sauna,Luxury
6161,Non-Vegetarian,Suite,Golf,Massage,Frugal
6162,Vegetarian,Suite,None,Sauna,Luxury
6163,Vegetarian,Deluxe,None,Gym,Frugal
6164,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
6165,Vegan,Deluxe,Golf,None,Frugal
6166,Vegan,Standard,Golf,Gym,Frugal
6167,Vegan,Standard,Golf,Sauna,Frugal
6168,Vegan,Deluxe,Table Tennis,Massage,Frugal
6169,Vegan,Standard,Table Tennis,Gym,Luxury
6170,Vegan,Suite,Swimming,Sauna,Luxury
6171,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
6172,Vegan,Standard,Golf,Sauna,Luxury
6173,Vegetarian,Standard,None,Gym,Luxury
6174,Non-Vegetarian,Suite,Golf,Gym,Luxury
6175,Vegan,Suite,None,Sauna,Luxury
6176,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
6177,Vegan,Suite,None,Massage,Luxury
6178,Vegetarian,Suite,Table Tennis,Gym,Luxury
6179,Vegan,Suite,Table Tennis,Massage,Frugal
6180,Vegan,Standard,None,Gym,Luxury
6181,Vegan,Deluxe,None,Sauna,Luxury
6182,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
6183,Vegan,Suite,Table Tennis,None,Frugal
6184,Vegetarian,Standard,None,Gym,Luxury
6185,Non-Vegetarian,Standard,Table Tennis,None,Luxury
6186,Non-Vegetarian,Standard,Table Tennis,None,Frugal
6187,Vegan,Suite,None,Sauna,Frugal
6188,Non-Vegetarian,Deluxe,None,Gym,Frugal
6189,Non-Vegetarian,Standard,None,Sauna,Frugal
6190,Vegan,Standard,Table Tennis,Sauna,Luxury
6191,Vegetarian,Standard,Table Tennis,Massage,Luxury
6192,Vegan,Deluxe,None,Massage,Frugal
6193,Vegetarian,Standard,Table Tennis,Gym,Frugal
6194,Vegan,Deluxe,Table Tennis,Sauna,Luxury
6195,Vegan,Suite,Swimming,Massage,Frugal
6196,Vegan,Standard,None,Massage,Luxury
6197,Vegetarian,Standard,None,None,Frugal
6198,Vegan,Suite,None,None,Luxury
6199,Non-Vegetarian,Suite,Swimming,Massage,Frugal
6200,Non-Vegetarian,Standard,None,Sauna,Frugal
6201,Vegetarian,Suite,Golf,None,Frugal
6202,Non-Vegetarian,Standard,Swimming,None,Luxury
6203,Vegan,Deluxe,Table Tennis,Massage,Frugal
6204,Vegetarian,Suite,None,None,Luxury
6205,Vegetarian,Suite,Golf,Gym,Frugal
6206,Non-Vegetarian,Deluxe,None,Gym,Frugal
6207,Vegetarian,Deluxe,None,Gym,Frugal
6208,Vegan,Deluxe,Swimming,Sauna,Frugal
6209,Vegan,Standard,Swimming,Sauna,Frugal
6210,Non-Vegetarian,Deluxe,None,None,Frugal
6211,Vegan,Standard,Table Tennis,Gym,Luxury
6212,Vegan,Standard,None,Gym,Luxury
6213,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
6214,Non-Vegetarian,Suite,Table Tennis,None,Frugal
6215,Vegetarian,Suite,Golf,Massage,Frugal
6216,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
6217,Non-Vegetarian,Standard,Golf,Sauna,Luxury
6218,Vegetarian,Standard,Swimming,Gym,Frugal
6219,Vegetarian,Suite,None,None,Luxury
6220,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
6221,Non-Vegetarian,Deluxe,Swimming,None,Frugal
6222,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
6223,Non-Vegetarian,Standard,None,Gym,Luxury
6224,Non-Vegetarian,Suite,None,Massage,Frugal
6225,Vegan,Standard,None,None,Frugal
6226,Non-Vegetarian,Deluxe,Swimming,None,Frugal
6227,Vegan,Deluxe,None,Massage,Luxury
6228,Vegetarian,Suite,None,Sauna,Luxury
6229,Non-Vegetarian,Standard,Swimming,Gym,Luxury
6230,Vegetarian,Deluxe,Swimming,Gym,Frugal
6231,Non-Vegetarian,Suite,Golf,None,Frugal
6232,Non-Vegetarian,Standard,None,None,Frugal
6233,Vegetarian,Standard,Swimming,Gym,Luxury
6234,Non-Vegetarian,Suite,Golf,Gym,Luxury
6235,Vegan,Suite,Golf,Sauna,Frugal
6236,Non-Vegetarian,Standard,Golf,Gym,Frugal
6237,Vegetarian,Standard,Table Tennis,None,Frugal
6238,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
6239,Vegetarian,Deluxe,Golf,Sauna,Frugal
6240,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
6241,Vegan,Deluxe,Golf,Sauna,Luxury
6242,Vegan,Suite,Table Tennis,Gym,Frugal
6243,Vegetarian,Standard,Table Tennis,Sauna,Luxury
6244,Vegetarian,Standard,Table Tennis,Massage,Frugal
6245,Vegetarian,Standard,Golf,Sauna,Luxury
6246,Vegan,Deluxe,Table Tennis,Gym,Luxury
6247,Vegetarian,Deluxe,Swimming,Gym,Luxury
6248,Vegetarian,Suite,Golf,None,Frugal
6249,Non-Vegetarian,Standard,None,Massage,Luxury
6250,Vegetarian,Deluxe,None,Sauna,Luxury
6251,Vegetarian,Standard,None,Sauna,Frugal
6252,Vegan,Standard,Swimming,Sauna,Frugal
6253,Vegan,Suite,Golf,None,Luxury
6254,Vegan,Standard,Golf,Sauna,Luxury
6255,Non-Vegetarian,Suite,None,Sauna,Luxury
6256,Vegan,Standard,None,None,Frugal
6257,Vegetarian,Deluxe,Swimming,Gym,Frugal
6258,Vegetarian,Suite,Swimming,Massage,Frugal
6259,Vegan,Deluxe,Golf,None,Luxury
6260,Non-Vegetarian,Standard,Swimming,Massage,Luxury
6261,Non-Vegetarian,Standard,Table Tennis,Gym,Frugal
6262,Vegetarian,Suite,None,Sauna,Luxury
6263,Vegetarian,Deluxe,Table Tennis,None,Luxury
6264,Non-Vegetarian,Suite,Golf,Massage,Luxury
6265,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
6266,Vegetarian,Standard,None,None,Frugal
6267,Non-Vegetarian,Standard,None,None,Frugal
6268,Vegan,Suite,Swimming,Gym,Luxury
6269,Non-Vegetarian,Suite,None,Massage,Frugal
6270,Vegetarian,Deluxe,None,Gym,Frugal
6271,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
6272,Vegetarian,Deluxe,Golf,Massage,Frugal
6273,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
6274,Non-Vegetarian,Suite,Swimming,Massage,Frugal
6275,Non-Vegetarian,Suite,None,Massage,Luxury
6276,Vegetarian,Suite,None,Sauna,Luxury
6277,Vegetarian,Standard,None,Gym,Luxury
6278,Non-Vegetarian,Deluxe,Golf,Gym,Luxury
6279,Vegetarian,Standard,Table Tennis,None,Luxury
6280,Vegetarian,Deluxe,None,None,Luxury
6281,Vegetarian,Deluxe,Swimming,Gym,Luxury
6282,Vegan,Suite,Table Tennis,None,Luxury
6283,Vegan,Deluxe,None,Gym,Frugal
6284,Vegan,Standard,Golf,Sauna,Frugal
6285,Vegan,Standard,Table Tennis,Massage,Frugal
6286,Non-Vegetarian,Suite,Table Tennis,None,Luxury
6287,Non-Vegetarian,Standard,Swimming,Gym,Luxury
6288,Non-Vegetarian,Suite,Golf,None,Frugal
6289,Vegan,Suite,Golf,Sauna,Frugal
6290,Vegetarian,Standard,Golf,None,Luxury
6291,Vegetarian,Deluxe,None,Massage,Frugal
6292,Non-Vegetarian,Suite,Golf,None,Frugal
6293,Vegan,Standard,Table Tennis,Gym,Luxury
6294,Vegetarian,Deluxe,Swimming,Massage,Luxury
6295,Non-Vegetarian,Deluxe,None,Sauna,Luxury
6296,Vegan,Standard,Swimming,None,Luxury
6297,Non-Vegetarian,Standard,None,Sauna,Frugal
6298,Vegetarian,Deluxe,None,Sauna,Luxury
6299,Vegan,Suite,None,Gym,Luxury
6300,Vegetarian,Standard,Golf,None,Luxury
6301,Vegan,Standard,None,Massage,Frugal
6302,Vegetarian,Suite,Swimming,None,Frugal
6303,Non-Vegetarian,Suite,Swimming,Gym,Frugal
6304,Vegan,Suite,Swimming,Massage,Frugal
6305,Vegetarian,Suite,None,Sauna,Frugal
6306,Vegan,Suite,Swimming,Sauna,Luxury
6307,Vegetarian,Deluxe,Swimming,None,Frugal
6308,Vegetarian,Standard,Table Tennis,Sauna,Luxury
6309,Non-Vegetarian,Suite,None,Gym,Luxury
6310,Non-Vegetarian,Standard,Golf,None,Frugal
